91,41,3
49,23,3
86,30,1
81,23,1
88,74,3
40,32,3
1,15,2
30,93,2
66,76,2
9,55,16
13,40,1
76,18,2
3,49,49
98,32,2
66,92,6
19,69,2
30,23,1
20,58,58
59,39,7
42,8,100
23,23,2
54,100,83
13,18,43
79,52,52
80,94,84
50,96,1
88,98,3
13,78,2
76,2,44
64,68,3
16,91,44
69,87,3
91,5,89
4,66,2
32,23,2
36,92,1
47,84,1
44,81,1
94,94,94
92,64,3
75,35,80
80,76,68
3,46,2
17,5,72
26,27,1
94,91,77
72,52,88
8,35,99
30,78,3
19,58,71
89,20,3
67,64,1
50,3,1
30,15,3
26,22,96
49,90,78
56,83,2
35,1,61
62,53,87
78,62,1
99,51,100
64,90,2
28,49,94
68,66,2
39,74,1
89,34,88
77,79,3
98,48,1
99,99,51
51,50,1
64,36,2
7,38,3
99,92,97
85,13,1
36,28,2
79,61,19
75,19,2
68,43,3
57,67,2
89,27,24
32,61,61
24,47,1
91,68,3
93,17,1
95,45,45
88,1,1
3,49,2
91,28,1
16,1,1
74,95,2
73,15,2
83,69,61
2,91,3
31,11,3
36,2,30
67,28,84
68,38,2
57,58,33
43,79,16
77,70,99
73,59,3
77,14,2
49,88,94
72,37,2
40,25,25
66,35,84
23,41,2
96,70,2
26,92,92
70,51,2
48,30,54
83,42,65
98,85,85
31,35,3
78,27,3
92,89,61
59,100,3
61,71,3
9,35,35
50,50,91
69,22,2
51,86,7
85,47,3
54,47,84
70,30,76
19,56,82
99,55,22
43,70,17
56,10,99
12,7,2
46,11,3
22,95,96
96,12,3
66,24,24
31,86,3
15,28,19
26,3,1
100,89,3
22,66,2
94,33,60
81,63,49
76,18,77
34,34,34
83,92,2
74,14,2
99,45,3
28,40,63
32,46,3
38,73,75
25,25,39
46,95,33
24,59,31
62,94,40
35,59,76
32,2,2
94,93,2
34,86,87
5,55,3
90,65,1
46,32,20
6,32,22
38,33,20
11,41,2
55,53,85
77,84,94
78,29,1
100,83,34
68,31,3
84,22,62
49,62,3
38,23,2
71,74,2
5,17,2
14,53,2
29,34,3
57,23,1
34,67,1
80,80,58
93,89,91
44,14,2
99,47,5
17,99,1
97,11,64
98,48,1
11,12,39
24,31,28
26,62,63
33,3,3
74,77,2
38,69,1
99,96,3
65,49,37
46,74,25
89,35,2
89,76,3
96,7,2
92,40,3
7,53,3
91,67,1
62,3,1
5,94,46
2,96,83
48,33,37
30,46,89
76,62,3
25,25,25
27,59,99
9,89,65
66,74,1
30,24,3
32,59,90
8,7,3
30,90,34
48,52,70
78,100,48
67,67,16
37,5,60
76,99,2
50,87,71
51,80,1
76,48,82
77,81,7
71,16,97
64,89,3
50,30,25
33,6,3
4,4,4
82,50,3
68,58,3
53,69,28
77,98,2
3,97,52
20,30,7
92,33,1
70,82,1
38,21,1
44,35,55
23,23,23
71,44,23
8,89,2
40,20,95
39,69,72
82,11,1
75,87,99
50,99,1
22,35,3
97,83,20
83,1,3
83,58,38
85,84,2
91,5,5
58,56,3
34,87,2
17,9,73
24,79,33
79,68,3
34,8,3
67,97,1
64,26,3
58,3,5
44,96,35
2,9,68
42,76,43
55,76,1
79,54,33
42,46,56
93,99,90
66,74,54
21,85,2
92,38,2
19,37,22
89,64,3
99,99,99
14,47,97
22,22,50
75,50,49
5,63,16
53,21,41
36,4,4
28,21,18
25,22,86
27,36,3
23,57,1
86,10,5
55,76,1
34,1,64
70,56,3
89,10,3
77,38,39
47,80,96
24,100,3
33,24,79
62,26,2
4,16,1
1,86,3
76,53,91
66,40,2
46,53,3
47,54,59
25,68,9
20,26,26
37,48,2
5,29,2
59,77,69
33,64,2
63,84,3
79,80,3
40,50,3
78,66,3
33,80,1
7,7,54
49,70,1
70,70,70
20,36,1
100,100,100
22,29,3
22,95,3
41,96,46
80,11,59
8,93,12
51,60,22
74,46,3
67,70,1
3,3,40
68,57,29
81,99,3
39,40,2
94,64,1
45,43,96
6,12,23
8,62,2
32,80,2
34,34,48
87,28,2
27,45,41
93,79,81
26,63,1
25,8,3
35,1,3
1,56,3
38,60,47
72,100,2
79,61,61
79,13,1
60,90,3
91,58,13
58,90,2
1,1,61
6,23,70
25,55,1
3,3,3
28,6,77
59,52,40
9,42,43
93,52,75
6,20,11
87,26,1
70,54,76
12,16,2
4,27,2
23,97,87
39,32,93
79,51,2
19,69,28
5,74,2
52,13,20
40,52,93
29,41,85
38,30,1
40,2,17
91,63,22
98,75,1
27,36,26
76,45,2
91,45,47
76,21,27
54,69,3
41,15,66
28,43,56
68,82,3
14,33,1
35,32,2
56,34,97
4,75,39
81,30,3
19,94,99
14,20,2
37,91,71
53,11,2
86,54,1
74,76,17
57,67,89
56,24,46
52,90,54
94,94,94
8,35,99
39,78,3
65,62,83
78,7,21
80,47,59
17,64,64
90,77,6
13,43,43
17,97,3
28,71,17
69,72,3
48,20,1
79,53,33
47,47,17
44,88,3
25,82,1
68,4,55
62,51,1
8,62,66
5,81,51
82,40,1
25,83,3
58,8,3
86,51,1
61,26,3
73,47,3
13,77,75
84,38,81
64,25,25
59,83,2
32,73,3
79,82,1
51,44,1
72,63,3
15,33,3
2,25,3
10,50,3
10,21,64
10,84,2
27,72,1
73,62,52
17,79,3
40,86,3
90,80,1
38,77,96
73,85,1
47,27,1
53,45,1
50,39,25
71,44,59
24,31,54
82,55,1
19,10,91
34,34,34
84,22,25
2,86,2
62,30,1
8,71,22
19,19,19
19,6,2
10,78,2
33,33,33
90,76,38
18,6,83
51,51,51
79,11,3
99,26,1
21,39,3
14,23,19
94,67,67
65,25,3
82,80,3
9,79,2
5,87,1
10,10,10
35,94,3
2,70,14
87,97,44
75,19,24
80,9,47
46,36,2
57,89,1
87,88,16
25,12,2
10,24,46
98,12,57
17,59,33
75,26,1
74,89,14
26,1,58
9,54,30
100,100,13
71,28,59
59,59,75
20,48,48
19,43,88
90,34,36
11,7,3
32,38,68
12,100,61
40,26,3
55,69,2
53,67,3
100,85,1
72,40,83
5,65,72
70,30,80
5,5,44
86,42,1
54,98,76
61,25,1
85,26,52
67,76,1
40,52,34
60,60,60
96,14,1
49,27,55
94,94,37
15,52,2
9,64,2
72,67,15
40,55,1
4,53,3
17,77,2
83,59,41
14,31,3
61,96,2
74,59,51
82,98,3
13,15,81
63,99,28
35,98,63
54,2,1
68,45,19
32,49,3
3,12,3
49,49,29
98,65,65
20,61,3
52,52,15
32,86,2
22,68,61
85,27,11
84,76,5
56,12,1
52,28,1
35,57,50
40,29,3
100,98,3
52,15,78
96,21,91
13,1,99
4,22,38
90,25,92
34,65,31
15,9,90
79,29,90
76,94,1
21,94,2
93,73,2
79,93,2
64,56,52
7,25,37
74,10,77
10,9,2
3,60,3
17,89,2
69,51,93
58,13,74
34,33,2
74,100,49
56,82,47
65,63,75
40,43,1
48,39,3
15,56,3
68,71,66
22,82,1
81,2,1
34,13,29
27,53,13
61,65,3
98,80,78
51,85,41
60,78,3
58,8,3
32,45,22
7,7,36
49,46,1
1,94,36
73,10,1
42,95,69
76,30,2
21,48,62
86,76,3
20,6,15
16,49,1
68,89,2
39,39,39
84,84,3
11,12,1
52,58,1
16,65,71
40,14,44
57,81,62
60,89,1
27,12,42
85,83,52
74,6,62
84,20,39
20,56,64
71,14,2
29,91,51
57,87,29
43,8,23
69,86,1
48,64,80
44,72,29
60,90,84
97,52,1
54,45,3
1,6,100
44,26,90
63,74,73
35,79,3
82,3,84
41,64,3
56,14,2
5,69,1
